numero,indice,id,nivellement,date_fiche,reseau,site_nom,site_num,commune,ld,departement,description,gps,vu,lat,lon,ele,x,y,z,precision_plani_max,precision_alti_max,ref_latlon,ref_proj,ref_proj_epsg,ref_proj_alti
0921402-02,b,19079,,2017/01/20,Réseau de base,MOULIS II,0921402,MOULIS,,ARIEGE (09),Dalle en béton : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,,2013,42.964331533333336,1.0955515861111111,481.325,544490.118,6209093.013,429.911,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
09290A-01,a,19400,,2017/01/20,Réseau de base,SENTEIN A,09290A,SENTEIN,Eylie,ARIEGE (09),Rocher : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,42.834190972222224,0.9367444194444444,1010.171,531147.277,6194951.88,957.0,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
09290A-02,b,19401,,2017/01/20,Réseau de base,SENTEIN A,09290A,SENTEIN,Eylie,ARIEGE (09),Rocher : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,42.834519347222226,0.9382208388888889,976.157,531269.03,6194985.23,922.983,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
09290A-03,c,19402,,2017/01/20,Réseau de base,SENTEIN A,09290A,SENTEIN,Eylie,ARIEGE (09),Ponceau : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,42.847693425,0.9328640527777777,1065.071,530869.092,6196461.247,1012.01,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1002011-01,a,19638,L.I.M3 - 104-I,2017/01/18,Réseau de base,AVANT-LES-MARCILLY XI,1002011,AVANT-LES-MARCILLY,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2015,48.42287055,3.5686326666666663,149.136,742069.587,6813772.154,104.302,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1002011-02,b,19639,,2017/01/18,Réseau de base,AVANT-LES-MARCILLY XI,1002011,AVANT-LES-MARCILLY,,AUBE (10),Borne 1995 en Polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2010,48.42991788055555,3.5691903055555554,179.244,742105.196,6814555.778,134.43,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1008702-01,a,19970,,2017/01/22,Réseau de base,CHASEREY II,1008702,CHASEREY,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2011,47.95751268055556,4.0721287027777775,282.095,780020.563,6762445.727,236.106,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1008702-02,b,19971,,2017/01/22,Réseau de base,CHASEREY II,1008702,CHASEREY,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2011,47.959292825000006,4.053924188888889,240.263,778659.272,6762625.226,194.29,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020602-01,a,20512,,2017/02/21,Réseau de base,LONGSOLS II,1020602,LONGSOLS,,AUBE (10),Réservoir : Terrasse : repère à tête hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2016,48.42617526944444,4.294565705555556,184.763,795767.364,6814773.068,139.153,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020602-02,b,20513,,2017/02/21,Réseau de base,LONGSOLS II,1020602,LONGSOLS,,AUBE (10),Borne 1995 en polyester-béton : Repère à tête hémisphérique de 25 mm de diamètre,ok,2016,48.426089624999996,4.294487597222222,180.662,795761.742,6814763.455,135.053,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020602-03,c,208119,,2017/02/21,Réseau de base,LONGSOLS II,1020602,LONGSOLS,,AUBE (10),Borne 2016 en granit : Repère en laiton de 25 mm de diamètre,ok,2016,48.42495973333333,4.292252316666667,182.391,795598.454,6814635.17,136.782,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020701-05,a,20520,,2017/01/22,Réseau de base,LONGUEVILLE-SUR-AUBE I,1020701,LONGUEVILLE-SUR-AUBE,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2014,48.55407950555555,3.9281674388888885,124.941,768496.898,6828608.517,79.894,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020701-01,b,20516,,2017/01/22,Réseau de base,LONGUEVILLE-SUR-AUBE I,1020701,LONGUEVILLE-SUR-AUBE,,AUBE (10),Borne 1988 en granit gravée IGN,ok,2014,48.55330137222222,3.9287661166666665,128.998,768542.094,6828522.54,83.96,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020701-06,c,20521,,2017/01/22,Réseau de base,LONGUEVILLE-SUR-AUBE I,1020701,LONGUEVILLE-SUR-AUBE,,AUBE (10),Croix : Repère hémisphérique en laiton 1995 de 12 mm de diamètre,ok,2014,48.55281560277778,3.911356158333333,133.488,767257.936,6828453.572,88.46,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020701-04,d,20519,,2017/01/22,Réseau de base,LONGUEVILLE-SUR-AUBE I,1020701,LONGUEVILLE-SUR-AUBE,,AUBE (10),Château d'eau : Plate-forme supérieure : Spit au centre,,1995,48.553341527777775,3.928700333333333,173.69,768537.19,6828526.95,128.64,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1020701-03,e,20518,,2017/01/22,Réseau de base,LONGUEVILLE-SUR-AUBE I,1020701,LONGUEVILLE-SUR-AUBE,,AUBE (10),Château d'eau : Plate-forme supérieure : Croix gravée,,1995,48.553344527777774,3.928703833333333,173.69,768537.44,6828527.28,128.64,0.1,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1025501-01,a,20752,,2017/01/22,Réseau de base,MONTREUIL-SUR-BARSE I,1025501,MONTREUIL-SUR-BARSE,,AUBE (10),Borne en granit gravée IGN et 1951 : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2011,48.219638108333335,4.2743374,198.785,794641.535,6791795.802,153.0,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1025501-02,b,20753,,2017/01/22,Réseau de base,MONTREUIL-SUR-BARSE I,1025501,MONTREUIL-SUR-BARSE,,AUBE (10),Borne 1995 en Polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2011,48.219638466666666,4.274176947222222,198.51,794629.619,6791795.649,152.72,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1025501-03,c,20754,,2017/01/22,Réseau de base,MONTREUIL-SUR-BARSE I,1025501,MONTREUIL-SUR-BARSE,,AUBE (10),Château d'eau : Cheminée : Axe et sommet,,2011,48.217929833333336,4.2779935,210.95,794916.11,6791610.36,165.16,0.1,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1025501-04,d,20755,,2017/01/22,Réseau de base,MONTREUIL-SUR-BARSE I,1025501,MONTREUIL-SUR-BARSE,,AUBE (10),Château d'eau : Plate-forme supérieure : Repère 1984 en bronze PM scellé a l'axe et au sommet,,2004,48.217928416666666,4.277997472222222,209.85,794916.41,6791610.21,164.06,0.1,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1029303-02,a,20948,,2017/01/22,Réseau de base,POIVRES III,1029303,POIVRES,,AUBE (10),Borne 1950 en granit gravée IGN : Repère scellé de 10 mm de diamètre,ok,2014,48.663524269444444,4.243753813888889,203.134,791593.219,6841094.421,157.74,0.01,0.5,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1029303-03,b,20949,,2017/01/22,Réseau de base,POIVRES III,1029303,POIVRES,,AUBE (10),Réservoir : Petite cuve en béton : Repère hémisphérique 1995 en laiton de 25 mm de diamètre,ok,2014,48.67592238611111,4.248321633333333,180.339,791907.787,6842477.941,134.958,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1029303-01,c,20947,,2017/01/22,Réseau de base,POIVRES III,1029303,POIVRES,,AUBE (10),Château d'eau : Dôme : Repère en bronze PM scellé,ok,2014,48.66219997222222,4.239170527777778,205.31,791258.03,6840941.9,159.92,0.1,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1031705-01,a,21051,,2017/01/22,Réseau de base,LES RICEYS V,1031705,LES RICEYS,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2011,47.99214592222222,4.360209419444444,230.067,801453.876,6766624.775,183.94,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1031705-02,b,21052,Z.B.M3 - 4-I,2017/01/22,Réseau de base,LES RICEYS V,1031705,LES RICEYS,,AUBE (10),Borne 1995 en Polyester-béton : Repère à tête hémisphérique de 25 mm de diamètre,ok,2014,47.99786989166667,4.364512997222222,227.865,801763.844,6767266.276,181.738,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1031902-01,a,21067,,2017/02/21,Réseau de base,RIGNY-LE-FERRON II,1031902,RIGNY-LE-FERRON,,AUBE (10),Borne 1995 en béton : Repère à tête hémisphérique en laiton de 18 mm de diamètre,ok,2016,48.212939830555555,3.632334525,200.323,746969.245,6790475.731,155.038,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1031902-02,b,21068,,2017/02/21,Réseau de base,RIGNY-LE-FERRON II,1031902,RIGNY-LE-FERRON,,AUBE (10),Réservoir : Repère à tête hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2011,48.21285669722222,3.6324830444444443,201.267,746980.351,6790466.58,156.0,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1031902-03,c,208118,,2017/02/21,Réseau de base,RIGNY-LE-FERRON II,1031902,RIGNY-LE-FERRON,,AUBE (10),Borne 2016 en granit : Repère en laiton de 25 mm de diamètre,ok,2016,48.23054278888889,3.6296314527777778,157.983,746752.868,6792430.431,112.731,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1034901-04,a,21222,,2017/01/22,Réseau de base,SAINT-LYE I,1034901,SAINT-LYE,GRANGE-L'EVEQUE,AUBE (10),Borne 1951 en granit gravée IGN : Repère à tête hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2010,48.330088861111115,3.957472713888889,177.797,770961.362,6803738.129,132.48,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1034901-03,b,21221,,2017/01/22,Réseau de base,SAINT-LYE I,1034901,SAINT-LYE,GRANGE-L'EVEQUE,AUBE (10),Pilier : Repère à tête hémisphérique 1995 en laiton de 25 mm de diamètre,ok,2010,48.324750558333335,3.948606580555556,190.011,770311.424,6803136.905,144.638,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1034901-05,c,207282,,2017/01/22,Réseau de base,SAINT-LYE I,1034901,SAINT-LYE,GRANGE-L'EVEQUE,AUBE (10),Borne béton 2007 : Repère à tête hémisphérique en laiton de 18 mm de diamètre,ok,2010,48.324817100000004,3.9485143194444445,187.739,770304.497,6803144.219,142.419,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1034901-06,d,207283,,2017/01/22,Réseau de base,SAINT-LYE I,1034901,SAINT-LYE,GRANGE-L'EVEQUE,AUBE (10),Seuil : Repère à tête hémisphérique 2007 en laiton de 12 mm de diamètre,ok,2010,48.325049569444445,3.9482159222222224,187.163,770282.07,6803169.789,141.844,0.05,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1035904-01,a,21298,,2017/01/22,Réseau de base,SAINT-PHAL IV,1035904,SAINT-PHAL,,AUBE (10),Borne 1995 en béton : Repère hémisphérique en laiton de 18 mm de diamètre,ok,2012,48.13523911944444,4.0079532138888885,228.861,774978.859,6782130.963,183.17,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1035904-02,b,21299,,2017/01/22,Réseau de base,SAINT-PHAL IV,1035904,SAINT-PHAL,,AUBE (10),Pilier : Repère hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2012,48.13515799722222,4.008044244444444,230.797,774985.745,6782122.035,185.1,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1036403-01,a,21325,,2017/02/21,Réseau de base,SAINT-USAGE III,1036403,SAINT-USAGE,,AUBE (10),Borne 1995 en Polyester-béton : Repère à tête hémisphérique de 25 mm de diamètre,ok,2016,48.09802204166667,4.6045781777777774,347.686,819439.211,6778730.041,301.467,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1036403-02,b,21326,,2017/02/21,Réseau de base,SAINT-USAGE III,1036403,SAINT-USAGE,,AUBE (10),Réservoir : Repère à tête hémisphérique 1995 en laiton de 12 mm de diamètre,ok,2016,48.098122188888894,4.604809433333333,349.898,819456.196,6778741.518,303.669,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1036403-03,c,208122,,2017/02/21,Réseau de base,SAINT-USAGE III,1036403,SAINT-USAGE,,AUBE (10),Borne 2016 en granit : Repère en laiton de 25 mm de diamètre,ok,2016,48.09879126111112,4.600363922222222,357.798,819123.827,6778809.14,311.586,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1038403-01,a,21405,J.C.M3 - 17-I,2017/02/21,Réseau de base,TRANNES III,1038403,TRANNES,,AUBE (10),Borne 1995 en Polyester-béton : Repère à tête hémisphérique de 25 mm de diamètre,ok,2016,48.29431966944444,4.594635719444444,230.309,818258.692,6800526.454,184.276,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1038403-02,b,21406,J.C.M3 - 17-II,2017/02/21,Réseau de base,TRANNES III,1038403,TRANNES,,AUBE (10),Réservoir : Terrasse : Repère 1995 à tête hémisphérique en laiton de 12 mm de diamètre,ok,2016,48.29430203888889,4.594789177777778,234.527,818270.111,6800524.724,188.5,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1038403-03,c,208121,,2017/02/21,Réseau de base,TRANNES III,1038403,TRANNES,,AUBE (10),Borne 2016 en granit : Repère en laiton de 25 mm de diamètre,ok,2016,48.30513026944444,4.5890116277777775,219.3,817817.486,6801719.344,173.294,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11044A-01,a,21890,,2017/01/20,Réseau de base,BOUISSE A,11044A,BOUISSE,,AUDE (11),Réservoir : Plate-forme : Repère 1994 en laiton à tête hémisphérique de 12 mm de diamètre,ok,2015,42.98427281666667,2.4498581444444447,713.588,655089.003,6209591.409,663.59,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11044A-02,b,21891,,2017/01/20,Réseau de base,BOUISSE A,11044A,BOUISSE,,AUDE (11),Déversoir : muret nord : repère 1994 en laiton à tête hémisphérique de 12 mm de diamètre,ok,2015,42.98382839166667,2.4479277805555557,697.29,654931.074,6209543.093,647.29,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11044A-03,c,208027,,2017/01/20,Réseau de base,BOUISSE A,11044A,BOUISSE,,AUDE (11),Rocher : repère 2015 en laiton à tête hémisphérique de 12 mm de diamètre,ok,2015,42.99278786944445,2.483759366666667,406.778,657862.689,6210519.516,356.841,0.01,0.05,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11044A-04,d,208028,E'.F.K3P3 - 47-I,2017/01/20,Réseau de base,BOUISSE A,11044A,BOUISSE,,AUDE (11),Station de filtrage : terrasse : repère 2015 en laiton à tête bombée de 25 mm de diamètre,ok,2015,42.99306378055556,2.481450516666667,400.765,657674.437,6210551.43,350.811,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11045A-01,a,21892,,2017/01/20,Réseau de base,BOURIEGE A,11045A,BOURIEGE,,AUDE (11),Réservoir : Cheminée d'aeration : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,42.98308224722222,2.166266186111111,395.432,631937.204,6209661.902,345.64,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
11045A-02,b,21893,,2017/01/20,Réseau de base,BOURIEGE A,11045A,BOURIEGE,,AUDE (11),Ponceau : Parapet : Face supérieure : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,42.979435908333336,2.1768866916666667,414.932,632799.963,6209247.378,365.142,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1106601-01,a,21984,,2017/01/20,Réseau de base,CAMURAC I,1106601,CAMURAC,,AUDE (11),Borne 1949 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,42.79661527222222,1.9083196166666665,1271.794,610593.962,6189184.971,1220.003,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1106601-03,b,21986,,2017/01/20,Réseau de base,CAMURAC I,1106601,CAMURAC,,AUDE (11),Rocher : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,42.79446474722222,1.9169728027777777,1285.454,611299.312,6188936.07,1233.66,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1106907-01,a,22017,,2017/01/17,Réseau de base,CARCASSONNE VII,1106907,CARCASSONNE,MAQUENS,AUDE (11),Borne 1994 en béton : Repère hémisphérique en laiton de 25 mm de diamètre,,2013,43.198975802777774,2.3190351249999996,177.187,644615.328,6233545.185,128.059,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1106907-02,b,22018,,2017/01/17,Réseau de base,CARCASSONNE VII,1106907,CARCASSONNE,MAQUENS,AUDE (11),Aqueduc : Repère hémisphérique 1994 en laiton de 18 mm de diamètre,ok,2013,43.19775688888888,2.3153569999999997,177.091,644315.009,6233412.265,127.97,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1111303-01,a,22225,,2017/01/20,Réseau de base,CUCUGNAN III,1111303,CUCUGNAN,Grau de Maury,AUDE (11),Borne 1994 en béton : Repère hémisphérique de 25 mm de diamètre,ok,2013,42.83731185833334,2.60913425,486.657,668010.535,6193171.973,436.445,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1111303-02,b,22226,,2017/01/20,Réseau de base,CUCUGNAN III,1111303,CUCUGNAN,Grau de Maury,AUDE (11),Rocher : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,42.85141449166667,2.6019944805555557,390.785,667434.107,6194743.187,340.57,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1112201-03,a,22256,,2017/01/20,Réseau de base,DOUZENS I,1112201,DOUZENS,,AUDE (11),Borne 1946 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2013,43.18595153055555,2.5891742722222224,144.641,666578.661,6231945.347,95.329,0.01,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1112201-02,b,22255,,2017/01/20,Réseau de base,DOUZENS I,1112201,DOUZENS,,AUDE (11),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2013,43.18842966944444,2.5954706055555556,133.39,667092.285,6232218.205,84.08,0.05,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1113603-01,a,22314,,2017/01/20,Réseau de base,FANJEAUX III,1113603,FANJEAUX,,AUDE (11),Réservoir : Station de pompage : Dalle en béton : Angle S.O. : Repère hémisphérique 1994 en laiton de 12mm de diamètre,ok,2013,43.18002966666666,2.0365848777777775,413.293,621618.177,6231678.213,364.302,0.01,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1113603-02,b,22315,,2017/01/20,Réseau de base,FANJEAUX III,1113603,FANJEAUX,,AUDE (11),Borne 1994 en polyester-béton : Repère hémisphérique de 25 mm de diamètre,ok,2013,43.18283064722222,2.0263932944444445,391.773,620792.889,6231999.759,342.783,0.05,0.01,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1115201-04,a,22409,,2017/01/20,Réseau de base,FONTJONCOUSE I,1115201,FONTJONCOUSE,Ermitage Saint-Victor,AUDE (11),Borne 1947 en granit gravée IGN : Repère hémisphérique 1994 en laiton de 12 mm de diamètre,ok,2015,43.03985530833333,2.8196296444444444,471.128,685289.422,6215632.023,421.48,0.01,0.1,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
1115201-07,c,208030,E'.F.P3 - 117-I,2017/01/20,Réseau de base,FONTJONCOUSE I,1115201,FONTJONCOUSE,Ermitage Saint-Victor,AUDE (11),Rocher : repère 2015 en laiton à tête hémisphérique de 12 mm de diamètre,ok,2015,43.050282652777774,2.7913474083333334,342.69,682985.859,6216797.094,293.031,0.05,0.005,RGF93 (ETRS89) - Ellipsoïde : IAG GRS 1980,RGF93 (ETRS89) - Projection : LAMBERT-93 - Système altimétrique : NGF-IGN,2154,NGF-IGN
